title,body,rating
" An Above Average Superhero Origin Film
","DC is in a bit of a flux right now as they are between the end of DCEU and the start of the new DCU, but we have Blue Beetle now and I saw it last night and here is my review for it. The premise of the film sees a young man become combined with an alien scarab that gives him special powers, this causes him to be hunted down by nefarious enemies.<br><br>Main Character
Xolo Mariduena has been a young actor mainly known for his really good work on Cobra Kai. He plays Jaime Reyes here and he is great in the role. He brings plenty of vibrance to the role of Jaime and he nails the emotional scenes too. This is just a really likeable main character and I thought he did a really good job of being a lead for a character that I am pretty sure the majority of mainstream viewers no very little about.<br><br>Supporting Characters
This has a large group of supporting characters and some of them work, some of them don't. Bruna Marquenzie plays Jenny Kord and is a big ally to Jaime Reyes, she was good in the film and I liked the chemistry between the two of them. It was nothing special, but it worked in this film and I think she has a pretty decent future ahead of her.<br><br>This story really focuses on family, the main one being the Reyes family and all of them do a fantastic job in really building that bond. George Lopez is probably my favourite as his uncle and he provided the most laughs in the film. But all of them were great in their roles.<br><br>But the villains of this film fell flat for me. Susan Sarandon plays Victoria Kord and she is just really dull, she doesn't really add much to this role. It's not that she is terrible or anything like that it is just she is the most forgettable part of the film. They try to give the other villain Carapax some character but it is way too late to get the impact that I think people wanted.<br><br>Story
The best thing I can say about the story is that it is pretty functional. It does a good job with the Reyes family and how their bond strengthens Jaime and his ability as Blue Beetle with this linked to Jenny and her family it works too. But this is a really generic story, it would have been way better if it came out 15 years ago but we have seen everything here before in other films. It tries something towards the end of the film to rise it up but it doesn't quite work and makes the film feel a bit cheesy and predictable.<br><br>Script
The script is okay, there is some decent humour and drama in there that makes this an entertaining watch. But sometimes, the humour feels a bit forced, I mean it feels like some of the weaker MCU films with comedy that doesn't quite work. The drama also is a mixed bag with some of it not really working in the context that they want.<br><br>Style
The film looks pretty good. I like the design of the Blue Beetle suit, especially with it being a mostly practical suit, the film has some real exuberant colour and feel to it which is really great to see. Though, as I kind of mentioned before, the pacing and structure of the film doesn't quite work and is quite generic with a few lacklustre action scenes.<br><br>Overall
Overall, Blue Beetle is an above average film. This is an entertaining watch, especially for a new character on the big screen, but it plays it pretty safe and never does enough to push itself into a better film. If you are interested in this film then I would say give it a chance, just don't expect the next Dark Knight.<br><br>Rating - 6/10.",6
" A straight to DVD story you'd find at a truck stop
","This is essentially a kids movie with a big budget and the same old message: poor people are victims, rich white people are villains, and family makes you strong. The story could have easily been from any straight to DVD kids superhero movie you'd find in at a truck stop. It's so bad that you end up not caring about the characters or what's happening because your not a 5yo child who is mesmerized by the bright colors and fight scenes. I'm not sure if that was what the movie was meant to be or if the marketing was off but it misses the mark when compared to other DC superhero movies. For those that rated a 10 I would recommend ""Shark boy and lava girl"" that seems like something you'd enjoy.",2
" Dont watch it if you planing to see a superhero movie
","Drama. Drama , drama ..
Its not a superhero movie , its a drama , boring conversation, ( all about family stuff )<br><br>U will get around 5 min superhero stuff<br><br>The rest just drama and talk<br><br>Dont watch it in theaters am there now and am bored
am a big DC &amp; marvel fan and this movie is sad<br><br>Its have some good joke that why my rating is 1 not 0.<br><br>Zzzzzzzz zzzz zzzzz zzzz zzzzz szzzzz z. Zzzz zzzzzz zzzzzzzz<br><br>Zzzzzzzz zzzz zzzzz zzzz zzzzz szzzzz z. Zzzz zzzzzz zzzzzzzz<br><br>Zzzzzzzz Zzzzzzzz zzzz zzzzz zzzz zzzzz szzzzz z. Zzzz zzzzzz zzzzzzzz zzzz zzzzz zzzz zzzzz szzzzz z. Zzzz zzzzzz zzzzzzzz<br><br>Zzzzzzzz zzzz zzzzz zzzz zzzzz szzzzz z. Zzzz zzzzzz zzzzzzzz.",1
" A good movie trapped inside of a terrible movie.
","These sorts of movies are particularly frustrating for me. Much like when I checked out of Flash during the ""baby shower"" scene, I checked out of Blue Beetle when the protagonist's family sings a theme song from a novella in the midst of a life-and-death situation.<br><br>You throw away story momentum and character intrigue for a cheap joke, and suddenly the cinematic experience is reduced to waiting for the next ""yuk yuk"" of a muppet show. This could have been the perfect sling-shot of a film to move the DCU into the rebooted universe. Instead, it's yet another example of how the superhero genre is weakening by the month.<br><br>I don't blame the casting, though. Xolo Maridueña is solid as the lead, Jaime Reyes. Bruna Marquezine, who I'll admit may just have helped me confirm what my ""type"" is in a woman with her sheer beauty and presence, did plenty of heavy lifting fot the emotional center of the film as Jenny Kord, niece of the villain of the movie (played expertly by Susan Sarandon). And yes, George Lopez wasn't bad.<br><br>There's just too much silly family stuff to make me actually believe in the family aspect of the story; like someone trying so hard to be liked it makes it difficult to like them. I guess I blame the writing, primarily, but the director has also got to pick a theme. Is it like a Batman film directed by Joel Schumacher or Christopher Nolan, because you can't have both.<br><br>I do think this would be a decent family-friendly film. The special effects are top notch, the fights are believably choreographed, a few jokes actually hit, and there is not only an origin story but a redemptive arc, as well. So it's not an awful movie by any stretch. It just could have been much, much more.",5
" Disappointing.
","After reading the reviews, it was clear that I shouldn't expect much from the movie, so I decided to watch it while doing some household chores.<br><br>Although there was room to make the already recycled story of some superhero interesting, it wasn't achieved here. The dialogues are boring. The characters feel forced, and it seems like the actors were pushed in front of the cameras at gunpoint. The only bright spot is the visual aspect, but there aren't enough effects to pull the movie out of the mud. Oh, even most of the action scenes are dull!<br><br>All in all, below average. I won't say it's a waste of time - that would be too harsh, but not far from the truth.",3
" Hello fellow humans
","Hello all<br><br>Well I am wondering is this movie a standalone or will this character be a part of James Gunn's DC Universe. This is what is so frustrating is that DC wants what Marvel has. But they tossed away all their work because it didn't make as much as Marvel/Disney. So now they hired the main director from Marvel and will restart everything. Which is why viewers get annoyed.<br><br>So you get movies that leave you asking is this a part of the greater story or just its own world. Blue Beetle does mention Batman, Superman, Flash. So I guess they are in the world. But is this during, after, separate from the Flash Movie? If it is just an introduction movie ok fine. It was an introduction movie and we will see Blue Beetle more in the DC Universe. However if this was a standalone movie that will have nothing to do with any other movies in the DCU then it was not good at all as a standalone movie.<br><br>The movie was half just intro. I felt like an hour was just him and his family and whatever. I get you need to introduce your character. But if I was the director within the first 15 minutes he would have become the Blue Beetle. He would not have been such a (insert word) about becoming Blue Beetle. Let's be honest if I was in his situation I would be super excited. I would fly around. I would go into space. I would blow things up in the desert to see what I can do. I would not ha e spent an hour of him trying to not be a super hero. Because most people would love what happened to him. I get they are trying to make him the cute ole shucks kind of guy. But it is annoying.<br><br>Then we are to except all this 1980s 1990s stuff is supposed to just work and is amazingly high tech even though the processor back than were crappier than a Raspberry Pi. I wanted to like the movie and I really was hoping the ending credit was going to show something amazing. But it was a cartoon my friend said was of a real life show from Mexico apparently. As a guy from California it made no sense to me. The cartoon was funny but I didn't get the reference at all. But even my friend who knew what the cartoon was, was unhappy that the end credit didn't show anything interesting.<br><br>It made us both wonder is this a movie a standalone movie and we will never see Blue Beetle again. Is it because James Gunn didn't help make the movie so they just half assed it, because they figured it wasn't going to be a part of the DCU. I truly hope the DCU uses Darkside and Black Adam.",6
" More lile telenovela
","The acting sucks. The lead actor screamed 90% of the time. Another attempt to force ""inclusion"" in the silver screen. It is like watching a Mexican telenovela. Not looking forward to part 2. The effort to inject humor like granny Rambo is comical.<br><br>The acting sucks. The lead actor screamed 90% of the time. Another attempt to force ""inclusion"" in the silver screen. It is like watching a Mexican telenovela. Not looking forward to part 2. The effort to inject humor like granny Rambo is comical.<br><br>The acting sucks. The lead actor screamed 90% of the time. Another attempt to force ""inclusion"" in the silver screen. It is like watching a Mexican telenovela. Not looking forward to part 2. The effort to inject humor like granny Rambo is comical.",1
" Maybe there's still some hope for DC movies.
","After the movie The Flash, I had very little hope for any future movie based on DC comics. But I wanted to give Blue Beetle the benefit of the doubt and I'm glad I did.<br><br>Jaime (Cobra Kai's Xolo Mariduena) a college graduate tries to help his family that are struggling, by taking a job for a rich company, but ends up getting attached to a alien device titled the Scarab, and becomes the superhero Blue Beetle. Will Jaime embrace the hero he was destined to be?<br><br>Better DC movie than The Flash. But I must say Blue Beetle has a lot of heart to it, not just making Blue Beetle the main focus, but making the other characters shine as well. Even scene stealers like George Lopez and Susan Sarandon. The effects are really good, and has awesome superhero battles. I hope to see more Blue Beetle films in the future.",10
" The blue of STEREOTYPES
","It is sad the kind of full stereotypes of this movie about the mexican family and also sad to see Damian Alcazar in his limited and poor roll. This is a short american view of the neighborgh country with the the same kind of history with Latinoamerica and specially the south border country although also applies for mos of the rest of the wold when trying to project stereotypes. Most of the mexicans dont want to live there for makind big ""amount"" of money in the marvelous utopian dreaming place, eating fast food, consume opioids, watching TV and being big fan of actress (actors)-musician and admire rich people(of course, an ironic comment regarding stereotypes).",5
" The incarnation of mediocrity
","This year's new installment of the increasingly numerous average superhero movies was this one. There's nothing original; the character's origin is once again poorly and haphazardly narrated with childish jokes, and in many aspects, it's quite mediocre.<br><br>I won't go into detail about missing this scene or that scene. Overall, the movie is just flat; a few scenes can bring a smile, and one scene was purely emotional, but other than that, I felt like I was watching a movie I've seen every year.<br><br>Speaking about the characters in general, if I come to Carapax, his origin is enjoyable, but in trying to adapt the villain to the present day, they've turned the character into an ordinary one that has lost its appeal. Nana Reyes is the worst character in the movie; I've never seen such a forced character that's not funny at all. They've written absurd scenes, claiming she's a grandmother who can do everything; I couldn't make any sense of it. Xolo Mariduena fits the role, in my opinion, but no one around him shines in the film.<br><br>I found DCU's initial character introduction to be mediocre as well. The quality of this film is truly mediocre; while watching, I felt like they were treating us a bit foolishly. The fact that the government doesn't get involved in any events, and the police or any higher authority doesn't intervene, made me feel incredibly foolish. Yes, maybe Kord could be a big corporation in the film, but it wasn't realistic at all.<br><br>These companies really need a more realistic scenario and a visionary perspective. At the same time, they need directors who genuinely read the comics, understand the characters, and have knowledge of them...<br><br>Addition: After seeing its budget, I felt like a fool; approving such a mediocre project for this much money is truly questionable for the future of the studio, in my opinion.",5
" Just bad and typical
",I watched this movie a month ago when it came out and i came out of that theater just sad and dissappointed. The movie constantly uses bad comedy to drive the plot (which is even worse by the fact that it is not listed as a comedy movie) which is already so predictable and cliche. Going into this movie i thought it would be a 7/10 fun movie but it was not that thing as i mentioned previously. Also the characters and their development is non existent . The villians are sub-par and have extremely predictable arcs. The ending was just badly written and feels more like a disney channel movie ending. Not recommend.,4
" Awful movie
","I have been lurking here for years, and I finally decided to create an account just to rate this awful movie.<br><br>Without going into details, here's what I think:<br><br>Plot: predictable and boring. I will mention that I could not continue watching this after 1 hour in, so take that in mind.<br><br>Acting: amateur.<br><br>Dialogues: as if the writers used ChatGPT, asking it specifically to generate the most shallow, boring, brain numbing text it can.<br><br>CGI: I've seen movies released in the early 2000s with better effects.<br><br>Characters: shallow and childish.<br><br>All in all, this is just another superhero movie, a really bad one. On the other hand, if you've had trouble sleeping lately and need something to help with that, watch this.",1
" Part 3 of the end
","The time is ticking...
There are three films in 2023 that are significant for the downfall of the MCU or the superhero genre in general. Story, nothing new, effects, mediocre, actors, average at most, entertainment, only as a hardline fan. So all of them are on a similarly low wavelength from the general level, but in the Single Film the central character always makes the music. All three characters are rather unimportant in their universes, so the actor has to be taken as a reference. And there I prefer the grey mouse to the idiot and even more so to the creep. Now I think everyone can encode my ranking.",5
" im not reading subtitles
",Why would i watch a movie that mostly in Spanish i don't speak it and i didn't go to a movie to read subtitles. Also this was kinda like the shazam only you know less fun with no likeable characters why can't they make a movie like they used to so far in 2023 we had what like less then 10 good movies that just plain sad and i knew this wouldn't be that good based on the trailers that gave most of the move away and if your gonna use unknown actors i hate to say this but have them speak English its hard to keep up wit the subtitles int he movie while trying to watch the move at the same time but man this was boring energetic and bland shazam 2 was way better then this.,3
" Is DC..... back?
","Not yet but finally we have a step in the right direction. I chose to see Blue Beetle on a whim, because I love George Lopez and the Blue Beetle character in multiple Teen Titans runs. My expectations were pretty low and they were blown away. This movie isn't perfect, but I didn't expect to enjoy it nearly as much as I did. The theme of family allows this film to be a classic coming of age tale wrapped inside the ""I don't want to be a superhero"" trope.<br><br>Blue Beetle made me and a lot of my theater laugh out loud constantly throughout the film. It was quite funny. Xolo Maridueña is charming and committed as the lead, Jaime Reyes. His facial a&amp; body acting was especially good and really sold the role for me. George Lopez is absolutely hilarious and delivers multiple chaotic screams that sent me. Jaime's family is very well done, comedic, soulful and a pleasurable addition to the story.<br><br>The range of quality on digital effects is sorta wide. When just Jaime as the Blue Beetle is on the screen, I think the digital effects are quite good. When other effects and characters in CGI suits are added, they definitely fall down a peg.<br><br>Bruna Marquezine, playing Jaime's love interest, was one of the weaker performances. Her American accent went in and out and it really took me out of the movie at times. Her character isn't too well written either which doesn't help.<br><br>Susan Sarandon's villain character is something. I like the archetype, I don't care for the execution, and I think she's a bit of a caricature of a super villain by the end.<br><br>I think people should see this movie. If you spent time to see The Flash, Batman v Superman, Wonder Woman 1984, Black Adam or Shazam 2, you should ABSOLUTELY see Blue Beetle. It is far superior to many DCEU entries of the past 5-7 years.",7
" I was really surprised...just kidding, it's the same again
","I guess at this point every one of us who went through the bitter-sweet journey(mostly bitter) of watching every superhero movie that was released in the last 15 years or so is now on one hand worthy of a huge prize(or at least some kind of refund for all the wasted money for the majority of the movies) and on the other hand is capable of making a superhero movie or at least this type of superhero movie. Yes, I'm pretty sure about that and not because I'm an expert or because of unreserved believe in the ability of this community of masochistic Marvel and DC supporters but because the formula is always the same and we all know it.<br><br>I can't deny some successful elements that still exists(the overall ability to make visually well looking scenes; some good jokes among the other absolutely unnecessary ones; the acting is also believable and on the right place) but just because something works partly doesn't mean that it isn't rotting in its essence and needs drastic change in its core expressed in removal of the shallowness and replacing in it with meaningful and original to every movie narrative and relationship between the characters whose arc should be unfold slowly and captivatingly.<br><br>PS. The nana was the cringest thing I've seen lately and I've seen a lot of cringe moments.",6
" Entertaining film.
","""Blue Beetle"" is a typical superhero movie but better than many others, this time with a script based on Jaime Reyes, a Mexican superhero. The performances are good, highlighting Elpidia Carrillo, Adriana Barraza and Susan Sarandon, the latter as a villain. The cinematography is well done, the music composed for the film goes unnoticed and the special effects manage to be good in some scenes while failing to look real in others. The songs used were not really well chosen, there were only two really good Mexican songs, the rest are based on the stereotype of rural Mexico. An entertaining superhero movie without being a masterpiece.",7
" Really Great!
","Blue Beetle<br><br>This was a great action movie, the whole thing rested on Xolo Maridueña, who played Jaime Reyes, he was so endearing, charming and charismatic that you couldn't help but cheer for our accidental hero. He really has got an incredible natural acting talent and would be perfect as a detective hunting down serial killers in Manhattan.<br><br>The movie rested too heavily on caricatures of Mexicans, the Rey family were economic migrants to Texas, some legal some not, constantly griping about the haves and the have nots, however, it was clear, like so many they were starting again from the very bottom and very fact that Jamie had a degree in law shows the possibilities for social mobility in America.<br><br>The whole cast was great but all the evil people were all ""white and entitled"", seemingly having to prove there were and good intentions, this was so obviously a political statement that I felt insulted, and maybe a little alienated and offended.<br><br>I'm giving this a firm 7 outta 10 for a great origin story.",7
" What a Fun Movie!
","We just saw Blue Beetle. Dunno why more people haven't- it's a HOOT!!! Happy, loving Hispanic family has their first college graduate who, thru no fault of his own, becomes the Blue Beetle. I laughed out loud and clapped in LOTS of places, continuously every so often. The star is a handsome young man, and he and the rest of the cast suit their roles well. Susan Sarandon makes a dandy villain. Go see it! What a fun night! And there's an extra scene in the early part of the credits and one at the end, just like Marvel. Buy a big bag of popcorn and a large drink for this one, and be sure to stay even if they do bring up the house lights.",8
" My recommendation: Wait for streaming
","The latest DC superhero film, ""Blue Beetle"" seems to promise a combination of explosive action and sharp comedy, all wrapped around a kid friendly adventure where the importance of family is stressed above all else - and in a way, ""Blue Beetle"" delivers that. With ample heart, charm, and entertainment-value, ""Blue Beetle"" has more than enough to warrant a viewing on a rainy afternoon; it's nothing remarkable, but the characters are fun, the comedy hits, and the action is filmed well. The problem is, for all its action and comedy and positive messages, at the end of the day there is nothing remarkable about ""Blue Beetle.""<br><br>Originally planned for a direct-to-streaming release on HBO Max, ""Blue Beetle"" ultimately ended up being released in theatres, and I'm honestly not sure that it should have been. The word ""generic"" is written all over this film; with little to distinguish it in terms of plot, direction, and action, this flick falls directly in the category of ""average."" Listen, ""Blue Beetle"" doesn't offer you anything you haven't seen before - and besides the 80s synth score and occasional touch of neon-drenched decor, there's nothing too innovative at play here. And to be honest, at first I didn't mind because I was, admittedly, having a good time with it - by the third act, however, I found my enjoyment dwindling as the film failed to provide anything fresh.<br><br>Simply put, the movie is just stale; from the evil corporate villain to the Power Ranger-esque look and feel of the titular hero, everything looks and feels dated, almost as if directly ripped from an early 2000s superhero movie. And no matter how many jokes the characters tell or action set pieces the movie throws at its audience, the movie doesn't have anything original to say or do during its runtime. And for some, that won't be a problem - my cousin really enjoyed the movie, and, if I am to judge my audience's reception based on the amount of laughter I heard during my showing, I'd assume that they enjoyed it as well. But, God, I just wanted something new to happen.<br><br>Take the action sequences, for example. I feel like there's a lot you can do with the idea of a symbiotic suit that can create any weapon its wearer imagines.... and instead, all the movie gives us is a sword fight and some blasters that look like they're from Halo. Is that really the best they could come up with? And also, the action sequences were astoundingly small scale - for something shown on the big screen, I started to feel like I'd have a better time watching the action scenes on YouTube from my laptop; there's really just no reason for someone to see this in a theatre, as the movie doesn't feel theatrical.<br><br>All of my complaining aside, however, I don't hate this movie - as I said, I had some fun with it, and I'll definitely revisit it at some point. I just don't think this is a movie you have to rush out to see, and if you do want to see it, I'd recommend waiting for streaming. Sure, you can enjoy this movie at the theatre, but you can have just as good or better a time with it at home with a pizza and a few beers.",6
" A waste of my time!
","Honest review!<br><br>Movie starts out really nice, excitement... and then bam! The plot is very boring, Rudy already knows how to fly the beetle and his family are his heroes... the movie would have been much nicer but I got really really frustrated half way through and had to leave 10 minutes before it ended... what were they thinking? The blue beetle hardly does anything in the Movie.. i was very disppointed because clearly the Movie cost a fortune and they did a great job with the sound and everything but the story is aweful... There are a few funny scenes from Rudy who to be honest was the only person that made the film a little less boring.",2
" DC should quit making films
","DC and warner bros should quit making these stupid films. They don't know how to make superhero films.<br><br>The only likeable DC superhero movies are the batman trilogy by Nolan, Man of steel and Justice League Directors cut.<br><br>However, their animated films are top notch. So they should make more of them.<br><br>This film is another addition in the long line up of DC's pathetic films.<br><br>The new Batman movie, Black Adam, The flash.<br><br>All of them are box-office bomb, one after another.<br><br>Although Dwayne Johnson was perfect for the role of Black Adam, but they just killed his character by not making a sequel.<br><br>So even if the presence of the rock can't save them, then they should quit making these films.",2
" Blue Beetle Was A Bit Disappointing😕
","For the very first time we got a live-action movie about Blue Beetle. I went and watched it at the theatre, and man, it was... Something new from DC, only that they were using the same superhero stuff over and over again. You know, a person got bit by an insect, superpowers, the superheroes girlfriend, I just feel that we got the same plot a million times before, but in different versions. The new thing is that this is mostly with a Latin-American cast, and the plot take place in Mexico.<br><br>If you mix Spider-Man with Iron Man, and maybe put Coco on the side, we are getting Blue Beetle. Even if the movie was generic, and sometimes some childish humor, it was some things that I liked. The action scenes were awesome, well planned and preformed, and the music score was great, too. The acting was pretty ok. But besides, this movie was generic, offers nothing new, and it doesn't expend the DC universe a lot, we just got a superhero movie that just popped out of nowhere. So if you want some fun, go and watch it, if you like DC, this is maybe not the best choice, but it's ok. After theatre I can't say I really like it. It was just ok. If you are going to watch some DC, I recommend The Flash or Joker more that this movie. Really Generic, but good action.",6
" Amazingly Good
","This movie, Wow it really took me by surprised how good it is. The family drama was very well done, it is better than all Fast &amp; Furious films combined with their cheap family slang. The entire family cast did an outstanding job bringing it home. I cried a few times cuz their relationship was so good and so well done. You do care about them and you do root for the hero. Xolo was excellent as Blue Beetle bringing his top acting and humbleness to the role that we have seen in Cobra Kai.<br><br>The action sequences are very good as well and they are very entertaining overall. This film is easily one of THE BEST DC films out there right now (No joke). I highly recommend it to everyone.",10
" A superhero movie for children. Utter cringe
","This is was like Peppa Pig the super hero movie.<br><br>It's for children, it has to be, because no person over the age of 10 would find the 'humour' funny in any way, the characters not annoying (that uncle and sister, the Nana ffs), the acting any good (the kid is wooden in Karate Kid but here he's taking it to another level) - and the story if you can call it that, exciting or new or vaguely interesting.<br><br>I was not expecting much and yet I was still disappointed!. The dialogue was so cringe, the humour so childish, the story so predictable and the acting so so poor. The CGI was okay, so there's that. But that's it. Waste of time.",3
" Another one... its become normal with this kind of cheap movies
","They did it.... again...
I was hoping that this movie will be a good movie.. its been along time now that we dosnt see a good Adventure movie.. but any way i watch it and what i can say that this movie was more for kits.. if you are older than 7 years old you will feel boring after 10 minutes.. tha act is bad and the cast is cheap.. i kind understood what will happen next before ist happened. No thing special or attractive about the cast, this is will be a good kids movie.<br><br>There's not much more to say. When I say accessible, I mean to the majority. Basic working class folk who care about food on the table &amp; a roof over their heads. Give them something good. Something to escape into. Something relatable. But don't be condescending.",3
" Did not disappoint
","This movie was truly amazing! Xolo Maridueña Did the character justice. This was one of my favorite comics and I went in to this movie a little on the ""please don't let this be horrible"" because I had only seen xolo in Cobra Kai and I am a fan of him in that.. but lately a lot of movies have just been not worth the money to go to the theater... so open minded I went in and thought it's worth a watch after all I fell in love with Shang Chi with no intentions of loving that movie. George Lopez is hilarious in this movie it was great to see him back in action &amp; on a big screen. If you love comic book movies please do yourself a favor and watch this! It is really good and keeps you on the edge of your seat, it's got funny, thrilling, and emotional parts. I did not however like my girl Susan as a villain I am a huge fan of hers it broke my heart to see her play a bad guy but she did it and was fabulous doing it. Oh and that women doesn't age she looks amazing... I don't wanna give too much away but really just go see it it's fantastic...",10
" Awesome fun action packed sci fi
","Blue beetle is what I think is a DC comic version of Marvels Iron man with a bit of a twist. The tech chooses him to save him rather than he building the tech to save him. Great story and plot, good villains especially Sarandon as the main. Kind of goofy at the start with the quirky Mexican family cast, some of which are quite eccentric and interesting as the movie progresses along. You'll love the grandma later in the movie. Good redemption plot as the story builds for one of the villains, well written and directed. Nothing questionable or non family friendly, violence is mild and not too over the top. No nudity, or sex whatsoever. Good clean fun for all. Great CGI too. Have a fun time, one of the few DC comic winners.",10
" sitcom and superhero
","Victoria Kord (Susan Sarandon), CEO of Kord Industries, finds an alien Scarab and intends to use it to make the company a leading source for the military. She is opposed by her niece Jenny Kord (Bruna Marquezine). Meanwhile, Jaime Reyes (Xolo Maridueña) returns home after graduating college. Rudy Reyes (George Lopez) is his uncle.<br><br>This is a small slice of the DC universe. It's hard to tell if they will be connecting any other parts to this little world or if they will continue the story at all. It's George Lopez doing more of his Latino family brand of comedy. The family is basically a network sitcom family. It's got all the standard tropes and characters. The main difference is that the superhero aspect being stacked on top of it. It's all fine but nothing that excites. It's not bringing anything new.",6
" Blue Beetle Kai
","No pun intended - and I think that I am not alone in thinking about Cobra Kai. Even if it only is the main actor who plays (one of the) lead(s) in both those things. Xolo - it would not be fair to him to not let him spread his wings - it's called wings on bugs too, right? I actually have no idea - anyway.<br><br>If you suspend your disbelief and take this with a grain of salt, this can be a lot of fun! There are quite a few super hero tropes and cliches thrown your way. But if you are a cynic, than no superhero movie actually will be able to do the trick for you. Yes beautiful girl, yes pretty boy ... of course they are meant for each other! Every one knows it - except those two. Well for most of the time at least.<br><br>Also the convenient timing of it all - the villain who seems incapable of ... functioning. But again, all those things - seen before and ""flaws"" that can be detected in every other super hero franchise. Just go with the flow and accept this. CGI is quite neat, music is nice (even though I am surprised they use known English songs but the Spanish versions of them. Also telenovela ... also Lopez! You either find him funny or extremely annoying ... hopefully the former! Otherwise almost the whole movie is ruined. Shame it tanked ... at the box office! Deserved more.",7
" A comic that was turned into a joke.
",This was such a bad movie. They really wasted a good character. Terrible acting except for Susan Sarandon. Terrible story line. Terrible props. Terrible everything. It was so comic it was a joke. I feel sorry for and actors involved in this movie as it's unlikely they'll get another role. DC just can't get anything right. There is so much potential for this character but it requires that it be given to people who can do it right and suspend our disbelief. To make it as real as possible despite being a comic. This is an appealing case for paying good writers properly. I hope this review will be read constructively despite its negativity to improve in the future.,1
" If this is your first superhero movie it might be worth it. For anyone else this is probably too boring, since it doesn't bring anything new to the table.
","If you've watched any superhero origin story in the last ten years, then nothing in this movie will surprise you. A normal guy who struggles with his identiy. He gets superpowers and struggles to control them. I could go on, but you get the point. The characters are kinda bland. The love story isn't believable. I have no idea why those two should be together at the end, except for ""He has a family and I don't"". Talking about the family.... . There's an annoying sister, a father for character development, a mother to give a pep talk at the end, an uncle who's a techie and for some reason knows how to build stuff and knows how to fly a ""space"" ship and a grandma who acts like she's Rambo, has some hidden anger issues and knows how to use guns (but she'll ""tell you all about it later""). I guess even the writers didn't care anymore at this point. I don't know man. It just wasn't that interesting. At least the ""crowd"" in my screening (like 10 people) laughed two times during the movie (nearly kiss and chair scene). I guess it's something. If this is your first superhero movie, you might even enjoy this. Everyone else will probably be as bored as me.",3
" The most ridiculous super-hero ever, but a fun watch.
","The most ridiculous super-hero ever. Full of clichés, but a fun watch with great pacing and a great ending.<br><br>For starters, this is apparently a super-hero for Mexicans (Hispanics, eventually? Sorry: I can't never get my head around American race wars). It's only natural that global conglomerates finally start to act locally (remember the ""think global, act local"" motto from the 1990's?...) However, everything in the story was either started or developed by Americans (Ted Kord - the good brother, and Susan Sarandon's character - the bad sister)... which means that although it LOOKS made for Mexicans, it kind'a has a ""colonialist"" after-taste.<br><br>Anyway, if I was a Mexican I would feel deeply insulted by the depiction of this caricature of a Mexican family, as it's wrong in so many ways (from the multiple instances of embarrassing public behavior of the whole family to the depiction of the grandma in the brink of an orgasm while shooting people with what looks like a Nintendo version of a Gatling gun).<br><br>Anyway, let's get into specifics.<br><br>First of all, the whole saga starts off with the all-too-common unwitting-and-unwilling hero who is at the wrong place at the wrong time. Fine... But there is a little twist in it: his fat sister with eyeglasses (a double cliché) is the stupid one who actually starts everything. She's the one responsible for effing up her brother's homecoming with bad news (when explicitly told by everyone else in the family NOT to do it), then goes on to get herself and her brother fired because she wanted to take a dump in the boss's toilet (?!), then she acts like a child and manages to unleash this alien drone that goes up her brother's behind and gets the whole story in motion... then later she's the one responsible for their dad's fatal heart attack! Somehow, nobody cares that this stupid chick just screws everything up.<br><br>On the other end of the racial+social spectrum, the rich girl is always saying ""Sorry! Sorry!"" even though she didn't do anything wrong and explicitly told the dude to not mess with the effing scarab in the first place...
Is this the current zeitgeist? Are we, as viewers, supposed to think that it is OK to be a dimwit who ruins everything if you are a girl? A poor girl? A fat girl? A girl with glasses? All of the above? Are we supposed to think that anyone who is born into poverty should be excused of everything, from being fired to getting their dad an heart attack (or getting their brother sodomized by an alien drone)? Are we supposed to think that anyone who is born into wealth must be constantly apologizing even to the stupid idiots who screw up everything by ignoring every warning?<br><br>All this is deeply disturbing if you think about it. I rather not, but I'm still aware of it and I can't avoid mentioning it. But let's move on...<br><br>More clichés:
1. Nowadays we use tons of software applications that have several deployments per day without the need for a ""reboot"", but still... highly evolved alien technology beyond human comprehension always has to ""reboot"" at some plot point. And it has to take several minutes, so that the bad guys get a fighting chance.<br><br>2. ""Good"" is always blue, ""bad"" is always red. Hollywood is like paint by numbers.<br><br>3. The bad guy looks exactly like a Gundam robot or something out of Power Rangers. I wouldn't be surprised if a couple of copyright lawsuits are coming up their way.<br><br>4. The good guy is such a sucker that he always refuses to shoot to kill, even after seeing his family under live gunfire, and his dad dying. I guess this is supposed to be a ""family movie"", so lethal action is dialed down to a minimum. (although this gets an exception near the end of the movie, which is completely out of character and blatantly just for the sake of that specific plot point...)
5. The ""sentient alien technology"" has a sexy female voice.<br><br>Bottom line: this is a highly flawed movie, with some disturbing undertones you should be aware of, but it is actually very entertaining due to very good craftsmanship from everyone involved. Particularly, the production design, direction, editing and acting are very good, and the pacing is perfect. Plus, you get a (predictable but) gratifying ending.<br><br>Regardless of the above criticism, if you're into superhero movies then you surely got to see this one.",4
